Region,NDVI,EVI,Latitude,Longitude
Region_5970,0.5597,0.3597,10.597,-49.403
Region_5971,0.55971,0.35971,10.5971,-49.4029
Region_5972,0.55972,0.35972,10.5972,-49.4028
Region_5973,0.55973,0.35973,10.5973,-49.4027
Region_5974,0.55974,0.35974,10.5974,-49.4026
Region_5975,0.55975,0.35975,10.5975,-49.4025
Region_5976,0.55976,0.35976,10.5976,-49.4024
Region_5977,0.55977,0.35977,10.5977,-49.4023
Region_5978,0.55978,0.35978,10.5978,-49.4022
Region_5979,0.55979,0.35979,10.5979,-49.4021
Region_5980,0.5598,0.3598,10.598,-49.402
Region_5981,0.55981,0.35981,10.5981,-49.4019
Region_5982,0.55982,0.35982,10.5982,-49.4018
Region_5983,0.55983,0.35983,10.5983,-49.4017
Region_5984,0.55984,0.35984,10.5984,-49.4016
Region_5985,0.55985,0.35985,10.5985,-49.4015
Region_5986,0.55986,0.35986,10.5986,-49.4014
Region_5987,0.55987,0.35987,10.5987,-49.4013
Region_5988,0.55988,0.35988,10.5988,-49.4012
Region_5989,0.55989,0.35989,10.5989,-49.4011
Region_5990,0.5599,0.3599,10.599,-49.401
Region_5991,0.55991,0.35991,10.5991,-49.4009
Region_5992,0.55992,0.35992,10.5992,-49.4008
Region_5993,0.55993,0.35993,10.5993,-49.4007
Region_5994,0.55994,0.35994,10.5994,-49.4006
Region_5995,0.55995,0.35995,10.5995,-49.4005
Region_5996,0.55996,0.35996,10.5996,-49.4004
Region_5997,0.55997,0.35997,10.5997,-49.4003
Region_5998,0.55998,0.35998,10.5998,-49.4002
Region_5999,0.55999,0.35999,10.5999,-49.4001
Region_6000,0.56,0.36,10.6,-49.4
Region_6001,0.56001,0.36001,10.6001,-49.3999
Region_6002,0.56002,0.36002,10.6002,-49.3998
Region_6003,0.56003,0.36003,10.6003,-49.3997
Region_6004,0.56004,0.36004,10.6004,-49.3996
Region_6005,0.56005,0.36005,10.6005,-49.3995
Region_6006,0.56006,0.36006,10.6006,-49.3994
Region_6007,0.56007,0.36007,10.6007,-49.3993
Region_6008,0.56008,0.36008,10.6008,-49.3992
Region_6009,0.56009,0.36009,10.6009,-49.3991
Region_6010,0.5601,0.3601,10.601,-49.399
Region_6011,0.56011,0.36011,10.6011,-49.3989
Region_6012,0.56012,0.36012,10.6012,-49.3988
Region_6013,0.56013,0.36013,10.6013,-49.3987
Region_6014,0.56014,0.36014,10.6014,-49.3986
Region_6015,0.56015,0.36015,10.6015,-49.3985
Region_6016,0.56016,0.36016,10.6016,-49.3984
Region_6017,0.56017,0.36017,10.6017,-49.3983
Region_6018,0.56018,0.36018,10.6018,-49.3982
Region_6019,0.56019,0.36019,10.6019,-49.3981
Region_6020,0.5602,0.3602,10.602,-49.398
Region_6021,0.56021,0.36021,10.6021,-49.3979
Region_6022,0.56022,0.36022,10.6022,-49.3978
Region_6023,0.56023,0.36023,10.6023,-49.3977
Region_6024,0.56024,0.36024,10.6024,-49.3976
Region_6025,0.56025,0.36025,10.6025,-49.3975
Region_6026,0.56026,0.36026,10.6026,-49.3974
Region_6027,0.56027,0.36027,10.6027,-49.3973
Region_6028,0.56028,0.36028,10.6028,-49.3972
Region_6029,0.56029,0.36029,10.6029,-49.3971
Region_6030,0.5603,0.3603,10.603,-49.397
Region_6031,0.56031,0.36031,10.6031,-49.3969
Region_6032,0.56032,0.36032,10.6032,-49.3968
Region_6033,0.56033,0.36033,10.6033,-49.3967
Region_6034,0.56034,0.36034,10.6034,-49.3966
Region_6035,0.56035,0.36035,10.6035,-49.3965
Region_6036,0.56036,0.36036,10.6036,-49.3964
Region_6037,0.56037,0.36037,10.6037,-49.3963
Region_6038,0.56038,0.36038,10.6038,-49.3962
Region_6039,0.56039,0.36039,10.6039,-49.3961
Region_6040,0.5604,0.3604,10.604,-49.396
Region_6041,0.56041,0.36041,10.6041,-49.3959
Region_6042,0.56042,0.36042,10.6042,-49.3958
Region_6043,0.56043,0.36043,10.6043,-49.3957
Region_6044,0.56044,0.36044,10.6044,-49.3956
Region_6045,0.56045,0.36045,10.6045,-49.3955
Region_6046,0.56046,0.36046,10.6046,-49.3954
Region_6047,0.56047,0.36047,10.6047,-49.3953
Region_6048,0.56048,0.36048,10.6048,-49.3952
Region_6049,0.56049,0.36049,10.6049,-49.3951
Region_6050,0.5605,0.3605,10.605,-49.395
Region_6051,0.56051,0.36051,10.6051,-49.3949
Region_6052,0.56052,0.36052,10.6052,-49.3948
Region_6053,0.56053,0.36053,10.6053,-49.3947
Region_6054,0.56054,0.36054,10.6054,-49.3946
Region_6055,0.56055,0.36055,10.6055,-49.3945
Region_6056,0.56056,0.36056,10.6056,-49.3944
Region_6057,0.56057,0.36057,10.6057,-49.3943
Region_6058,0.56058,0.36058,10.6058,-49.3942
Region_6059,0.56059,0.36059,10.6059,-49.3941
Region_6060,0.5606,0.3606,10.606,-49.394
Region_6061,0.56061,0.36061,10.6061,-49.3939
Region_6062,0.56062,0.36062,10.6062,-49.3938
Region_6063,0.56063,0.36063,10.6063,-49.3937
Region_6064,0.56064,0.36064,10.6064,-49.3936
Region_6065,0.56065,0.36065,10.6065,-49.3935
Region_6066,0.56066,0.36066,10.6066,-49.3934
Region_6067,0.56067,0.36067,10.6067,-49.3933
Region_6068,0.56068,0.36068,10.6068,-49.3932
Region_6069,0.56069,0.36069,10.6069,-49.3931
Region_6070,0.5607,0.3607,10.607,-49.393
Region_6071,0.56071,0.36071,10.6071,-49.3929
Region_6072,0.56072,0.36072,10.6072,-49.3928
Region_6073,0.56073,0.36073,10.6073,-49.3927
Region_6074,0.56074,0.36074,10.6074,-49.3926
Region_6075,0.56075,0.36075,10.6075,-49.3925
Region_6076,0.56076,0.36076,10.6076,-49.3924
Region_6077,0.56077,0.36077,10.6077,-49.3923
Region_6078,0.56078,0.36078,10.6078,-49.3922
Region_6079,0.56079,0.36079,10.6079,-49.3921
Region_6080,0.5608,0.3608,10.608,-49.392
Region_6081,0.56081,0.36081,10.6081,-49.3919
Region_6082,0.56082,0.36082,10.6082,-49.3918
Region_6083,0.56083,0.36083,10.6083,-49.3917
Region_6084,0.56084,0.36084,10.6084,-49.3916
Region_6085,0.56085,0.36085,10.6085,-49.3915
Region_6086,0.56086,0.36086,10.6086,-49.3914
Region_6087,0.56087,0.36087,10.6087,-49.3913
Region_6088,0.56088,0.36088,10.6088,-49.3912
Region_6089,0.56089,0.36089,10.6089,-49.3911
Region_6090,0.5609,0.3609,10.609,-49.391
Region_6091,0.56091,0.36091,10.6091,-49.3909
Region_6092,0.56092,0.36092,10.6092,-49.3908
Region_6093,0.56093,0.36093,10.6093,-49.3907
Region_6094,0.56094,0.36094,10.6094,-49.3906
Region_6095,0.56095,0.36095,10.6095,-49.3905
Region_6096,0.56096,0.36096,10.6096,-49.3904
Region_6097,0.56097,0.36097,10.6097,-49.3903
Region_6098,0.56098,0.36098,10.6098,-49.3902
Region_6099,0.56099,0.36099,10.6099,-49.3901
Region_6100,0.561,0.361,10.61,-49.39
Region_6101,0.56101,0.36101,10.6101,-49.3899
Region_6102,0.56102,0.36102,10.6102,-49.3898
Region_6103,0.56103,0.36103,10.6103,-49.3897
Region_6104,0.56104,0.36104,10.6104,-49.3896
Region_6105,0.56105,0.36105,10.6105,-49.3895
Region_6106,0.56106,0.36106,10.6106,-49.3894
Region_6107,0.56107,0.36107,10.6107,-49.3893
Region_6108,0.56108,0.36108,10.6108,-49.3892
Region_6109,0.56109,0.36109,10.6109,-49.3891
Region_6110,0.5611,0.3611,10.611,-49.389
Region_6111,0.56111,0.36111,10.6111,-49.3889
Region_6112,0.56112,0.36112,10.6112,-49.3888
Region_6113,0.56113,0.36113,10.6113,-49.3887
Region_6114,0.56114,0.36114,10.6114,-49.3886
Region_6115,0.56115,0.36115,10.6115,-49.3885
Region_6116,0.56116,0.36116,10.6116,-49.3884
Region_6117,0.56117,0.36117,10.6117,-49.3883
Region_6118,0.56118,0.36118,10.6118,-49.3882
Region_6119,0.56119,0.36119,10.6119,-49.3881
Region_6120,0.5612,0.3612,10.612,-49.388
Region_6121,0.56121,0.36121,10.6121,-49.3879
Region_6122,0.56122,0.36122,10.6122,-49.3878
Region_6123,0.56123,0.36123,10.6123,-49.3877
Region_6124,0.56124,0.36124,10.6124,-49.3876
Region_6125,0.56125,0.36125,10.6125,-49.3875
Region_6126,0.56126,0.36126,10.6126,-49.3874
Region_6127,0.56127,0.36127,10.6127,-49.3873
Region_6128,0.56128,0.36128,10.6128,-49.3872
Region_6129,0.56129,0.36129,10.6129,-49.3871
Region_6130,0.5613,0.3613,10.613,-49.387
Region_6131,0.56131,0.36131,10.6131,-49.3869
Region_6132,0.56132,0.36132,10.6132,-49.3868
Region_6133,0.56133,0.36133,10.6133,-49.3867
Region_6134,0.56134,0.36134,10.6134,-49.3866
Region_6135,0.56135,0.36135,10.6135,-49.3865
Region_6136,0.56136,0.36136,10.6136,-49.3864
Region_6137,0.56137,0.36137,10.6137,-49.3863
Region_6138,0.56138,0.36138,10.6138,-49.3862
Region_6139,0.56139,0.36139,10.6139,-49.3861
Region_6140,0.5614,0.3614,10.614,-49.386
Region_6141,0.56141,0.36141,10.6141,-49.3859
Region_6142,0.56142,0.36142,10.6142,-49.3858
Region_6143,0.56143,0.36143,10.6143,-49.3857
Region_6144,0.56144,0.36144,10.6144,-49.3856
Region_6145,0.56145,0.36145,10.6145,-49.3855
Region_6146,0.56146,0.36146,10.6146,-49.3854
Region_6147,0.56147,0.36147,10.6147,-49.3853
Region_6148,0.56148,0.36148,10.6148,-49.3852
Region_6149,0.56149,0.36149,10.6149,-49.3851
Region_6150,0.5615,0.3615,10.615,-49.385
Region_6151,0.56151,0.36151,10.6151,-49.3849
Region_6152,0.56152,0.36152,10.6152,-49.3848
Region_6153,0.56153,0.36153,10.6153,-49.3847
Region_6154,0.56154,0.36154,10.6154,-49.3846
Region_6155,0.56155,0.36155,10.6155,-49.3845
Region_6156,0.56156,0.36156,10.6156,-49.3844
Region_6157,0.56157,0.36157,10.6157,-49.3843
Region_6158,0.56158,0.36158,10.6158,-49.3842
Region_6159,0.56159,0.36159,10.6159,-49.3841
Region_6160,0.5616,0.3616,10.616,-49.384
Region_6161,0.56161,0.36161,10.6161,-49.3839
Region_6162,0.56162,0.36162,10.6162,-49.3838
Region_6163,0.56163,0.36163,10.6163,-49.3837
Region_6164,0.56164,0.36164,10.6164,-49.3836
Region_6165,0.56165,0.36165,10.6165,-49.3835
Region_6166,0.56166,0.36166,10.6166,-49.3834
Region_6167,0.56167,0.36167,10.6167,-49.3833
Region_6168,0.56168,0.36168,10.6168,-49.3832
Region_6169,0.56169,0.36169,10.6169,-49.3831
Region_6170,0.5617,0.3617,10.617,-49.383
Region_6171,0.56171,0.36171,10.6171,-49.3829
Region_6172,0.56172,0.36172,10.6172,-49.3828
Region_6173,0.56173,0.36173,10.6173,-49.3827
Region_6174,0.56174,0.36174,10.6174,-49.3826
Region_6175,0.56175,0.36175,10.6175,-49.3825
Region_6176,0.56176,0.36176,10.6176,-49.3824
Region_6177,0.56177,0.36177,10.6177,-49.3823
Region_6178,0.56178,0.36178,10.6178,-49.3822
Region_6179,0.56179,0.36179,10.6179,-49.3821
Region_6180,0.5618,0.3618,10.618,-49.382
Region_6181,0.56181,0.36181,10.6181,-49.3819
Region_6182,0.56182,0.36182,10.6182,-49.3818
Region_6183,0.56183,0.36183,10.6183,-49.3817
Region_6184,0.56184,0.36184,10.6184,-49.3816
Region_6185,0.56185,0.36185,10.6185,-49.3815
Region_6186,0.56186,0.36186,10.6186,-49.3814
Region_6187,0.56187,0.36187,10.6187,-49.3813
Region_6188,0.56188,0.36188,10.6188,-49.3812
Region_6189,0.56189,0.36189,10.6189,-49.3811
Region_6190,0.5619,0.3619,10.619,-49.381
Region_6191,0.56191,0.36191,10.6191,-49.3809
Region_6192,0.56192,0.36192,10.6192,-49.3808
Region_6193,0.56193,0.36193,10.6193,-49.3807
Region_6194,0.56194,0.36194,10.6194,-49.3806
Region_6195,0.56195,0.36195,10.6195,-49.3805
Region_6196,0.56196,0.36196,10.6196,-49.3804
Region_6197,0.56197,0.36197,10.6197,-49.3803
Region_6198,0.56198,0.36198,10.6198,-49.3802
Region_6199,0.56199,0.36199,10.6199,-49.3801
Region_6200,0.562,0.362,10.62,-49.38
Region_6201,0.56201,0.36201,10.6201,-49.3799
Region_6202,0.56202,0.36202,10.6202,-49.3798
Region_6203,0.56203,0.36203,10.6203,-49.3797
Region_6204,0.56204,0.36204,10.6204,-49.3796
Region_6205,0.56205,0.36205,10.6205,-49.3795
Region_6206,0.56206,0.36206,10.6206,-49.3794
Region_6207,0.56207,0.36207,10.6207,-49.3793
Region_6208,0.56208,0.36208,10.6208,-49.3792
Region_6209,0.56209,0.36209,10.6209,-49.3791
Region_6210,0.5621,0.3621,10.621,-49.379
Region_6211,0.56211,0.36211,10.6211,-49.3789
Region_6212,0.56212,0.36212,10.6212,-49.3788
Region_6213,0.56213,0.36213,10.6213,-49.3787
Region_6214,0.56214,0.36214,10.6214,-49.3786
Region_6215,0.56215,0.36215,10.6215,-49.3785
Region_6216,0.56216,0.36216,10.6216,-49.3784
Region_6217,0.56217,0.36217,10.6217,-49.3783
Region_6218,0.56218,0.36218,10.6218,-49.3782
Region_6219,0.56219,0.36219,10.6219,-49.3781
Region_6220,0.5622,0.3622,10.622,-49.378
Region_6221,0.56221,0.36221,10.6221,-49.3779
Region_6222,0.56222,0.36222,10.6222,-49.3778
Region_6223,0.56223,0.36223,10.6223,-49.3777
Region_6224,0.56224,0.36224,10.6224,-49.3776
Region_6225,0.56225,0.36225,10.6225,-49.3775
Region_6226,0.56226,0.36226,10.6226,-49.3774
Region_6227,0.56227,0.36227,10.6227,-49.3773
Region_6228,0.56228,0.36228,10.6228,-49.3772
Region_6229,0.56229,0.36229,10.6229,-49.3771
Region_6230,0.5623,0.3623,10.623,-49.377
Region_6231,0.56231,0.36231,10.6231,-49.3769
Region_6232,0.56232,0.36232,10.6232,-49.3768
Region_6233,0.56233,0.36233,10.6233,-49.3767
Region_6234,0.56234,0.36234,10.6234,-49.3766
Region_6235,0.56235,0.36235,10.6235,-49.3765
Region_6236,0.56236,0.36236,10.6236,-49.3764
Region_6237,0.56237,0.36237,10.6237,-49.3763
Region_6238,0.56238,0.36238,10.6238,-49.3762
Region_6239,0.56239,0.36239,10.6239,-49.3761
Region_6240,0.5624,0.3624,10.624,-49.376
Region_6241,0.56241,0.36241,10.6241,-49.3759
Region_6242,0.56242,0.36242,10.6242,-49.3758
Region_6243,0.56243,0.36243,10.6243,-49.3757
Region_6244,0.56244,0.36244,10.6244,-49.3756
Region_6245,0.56245,0.36245,10.6245,-49.3755
Region_6246,0.56246,0.36246,10.6246,-49.3754
Region_6247,0.56247,0.36247,10.6247,-49.3753
Region_6248,0.56248,0.36248,10.6248,-49.3752
Region_6249,0.56249,0.36249,10.6249,-49.3751
Region_6250,0.5625,0.3625,10.625,-49.375
Region_6251,0.56251,0.36251,10.6251,-49.3749
Region_6252,0.56252,0.36252,10.6252,-49.3748
Region_6253,0.56253,0.36253,10.6253,-49.3747
Region_6254,0.56254,0.36254,10.6254,-49.3746
Region_6255,0.56255,0.36255,10.6255,-49.3745
Region_6256,0.56256,0.36256,10.6256,-49.3744
Region_6257,0.56257,0.36257,10.6257,-49.3743
Region_6258,0.56258,0.36258,10.6258,-49.3742
Region_6259,0.56259,0.36259,10.6259,-49.3741
Region_6260,0.5626,0.3626,10.626,-49.374
Region_6261,0.56261,0.36261,10.6261,-49.3739
Region_6262,0.56262,0.36262,10.6262,-49.3738
Region_6263,0.56263,0.36263,10.6263,-49.3737
Region_6264,0.56264,0.36264,10.6264,-49.3736
Region_6265,0.56265,0.36265,10.6265,-49.3735
Region_6266,0.56266,0.36266,10.6266,-49.3734
Region_6267,0.56267,0.36267,10.6267,-49.3733
Region_6268,0.56268,0.36268,10.6268,-49.3732
Region_6269,0.56269,0.36269,10.6269,-49.3731
Region_6270,0.5627,0.3627,10.627,-49.373
Region_6271,0.56271,0.36271,10.6271,-49.3729
Region_6272,0.56272,0.36272,10.6272,-49.3728
Region_6273,0.56273,0.36273,10.6273,-49.3727
Region_6274,0.56274,0.36274,10.6274,-49.3726
Region_6275,0.56275,0.36275,10.6275,-49.3725
Region_6276,0.56276,0.36276,10.6276,-49.3724
Region_6277,0.56277,0.36277,10.6277,-49.3723
Region_6278,0.56278,0.36278,10.6278,-49.3722
Region_6279,0.56279,0.36279,10.6279,-49.3721
Region_6280,0.5628,0.3628,10.628,-49.372
Region_6281,0.56281,0.36281,10.6281,-49.3719
Region_6282,0.56282,0.36282,10.6282,-49.3718
Region_6283,0.56283,0.36283,10.6283,-49.3717
Region_6284,0.56284,0.36284,10.6284,-49.3716
Region_6285,0.56285,0.36285,10.6285,-49.3715
Region_6286,0.56286,0.36286,10.6286,-49.3714
Region_6287,0.56287,0.36287,10.6287,-49.3713
Region_6288,0.56288,0.36288,10.6288,-49.3712
Region_6289,0.56289,0.36289,10.6289,-49.3711
Region_6290,0.5629,0.3629,10.629,-49.371
Region_6291,0.56291,0.36291,10.6291,-49.3709
Region_6292,0.56292,0.36292,10.6292,-49.3708
Region_6293,0.56293,0.36293,10.6293,-49.3707
Region_6294,0.56294,0.36294,10.6294,-49.3706
Region_6295,0.56295,0.36295,10.6295,-49.3705
Region_6296,0.56296,0.36296,10.6296,-49.3704
Region_6297,0.56297,0.36297,10.6297,-49.3703
Region_6298,0.56298,0.36298,10.6298,-49.3702
Region_6299,0.56299,0.36299,10.6299,-49.3701
Region_6300,0.563,0.363,10.63,-49.37
Region_6301,0.56301,0.36301,10.6301,-49.3699
Region_6302,0.56302,0.36302,10.6302,-49.3698
Region_6303,0.56303,0.36303,10.6303,-49.3697
Region_6304,0.56304,0.36304,10.6304,-49.3696
Region_6305,0.56305,0.36305,10.6305,-49.3695
Region_6306,0.56306,0.36306,10.6306,-49.3694
Region_6307,0.56307,0.36307,10.6307,-49.3693
Region_6308,0.56308,0.36308,10.6308,-49.3692
Region_6309,0.56309,0.36309,10.6309,-49.3691
Region_6310,0.5631,0.3631,10.631,-49.369
Region_6311,0.56311,0.36311,10.6311,-49.3689
Region_6312,0.56312,0.36312,10.6312,-49.3688
Region_6313,0.56313,0.36313,10.6313,-49.3687
Region_6314,0.56314,0.36314,10.6314,-49.3686
Region_6315,0.56315,0.36315,10.6315,-49.3685
Region_6316,0.56316,0.36316,10.6316,-49.3684
Region_6317,0.56317,0.36317,10.6317,-49.3683
Region_6318,0.56318,0.36318,10.6318,-49.3682
Region_6319,0.56319,0.36319,10.6319,-49.3681
Region_6320,0.5632,0.3632,10.632,-49.368
Region_6321,0.56321,0.36321,10.6321,-49.3679
Region_6322,0.56322,0.36322,10.6322,-49.3678
Region_6323,0.56323,0.36323,10.6323,-49.3677
Region_6324,0.56324,0.36324,10.6324,-49.3676
Region_6325,0.56325,0.36325,10.6325,-49.3675
Region_6326,0.56326,0.36326,10.6326,-49.3674
Region_6327,0.56327,0.36327,10.6327,-49.3673
Region_6328,0.56328,0.36328,10.6328,-49.3672
Region_6329,0.56329,0.36329,10.6329,-49.3671
Region_6330,0.5633,0.3633,10.633,-49.367
Region_6331,0.56331,0.36331,10.6331,-49.3669
Region_6332,0.56332,0.36332,10.6332,-49.3668
Region_6333,0.56333,0.36333,10.6333,-49.3667
Region_6334,0.56334,0.36334,10.6334,-49.3666
Region_6335,0.56335,0.36335,10.6335,-49.3665
Region_6336,0.56336,0.36336,10.6336,-49.3664
Region_6337,0.56337,0.36337,10.6337,-49.3663
Region_6338,0.56338,0.36338,10.6338,-49.3662
Region_6339,0.56339,0.36339,10.6339,-49.3661
Region_6340,0.5634,0.3634,10.634,-49.366
Region_6341,0.56341,0.36341,10.6341,-49.3659
Region_6342,0.56342,0.36342,10.6342,-49.3658
Region_6343,0.56343,0.36343,10.6343,-49.3657
Region_6344,0.56344,0.36344,10.6344,-49.3656
Region_6345,0.56345,0.36345,10.6345,-49.3655
Region_6346,0.56346,0.36346,10.6346,-49.3654
Region_6347,0.56347,0.36347,10.6347,-49.3653
Region_6348,0.56348,0.36348,10.6348,-49.3652
Region_6349,0.56349,0.36349,10.6349,-49.3651
Region_6350,0.5635,0.3635,10.635,-49.365
Region_6351,0.56351,0.36351,10.6351,-49.3649
Region_6352,0.56352,0.36352,10.6352,-49.3648
Region_6353,0.56353,0.36353,10.6353,-49.3647
Region_6354,0.56354,0.36354,10.6354,-49.3646
Region_6355,0.56355,0.36355,10.6355,-49.3645
Region_6356,0.56356,0.36356,10.6356,-49.3644
Region_6357,0.56357,0.36357,10.6357,-49.3643
Region_6358,0.56358,0.36358,10.6358,-49.3642
Region_6359,0.56359,0.36359,10.6359,-49.3641
Region_6360,0.5636,0.3636,10.636,-49.364
Region_6361,0.56361,0.36361,10.6361,-49.3639
Region_6362,0.56362,0.36362,10.6362,-49.3638
Region_6363,0.56363,0.36363,10.6363,-49.3637
Region_6364,0.56364,0.36364,10.6364,-49.3636
Region_6365,0.56365,0.36365,10.6365,-49.3635
Region_6366,0.56366,0.36366,10.6366,-49.3634
Region_6367,0.56367,0.36367,10.6367,-49.3633
Region_6368,0.56368,0.36368,10.6368,-49.3632
Region_6369,0.56369,0.36369,10.6369,-49.3631
Region_6370,0.5637,0.3637,10.637,-49.363
Region_6371,0.56371,0.36371,10.6371,-49.3629
Region_6372,0.56372,0.36372,10.6372,-49.3628
Region_6373,0.56373,0.36373,10.6373,-49.3627
Region_6374,0.56374,0.36374,10.6374,-49.3626
Region_6375,0.56375,0.36375,10.6375,-49.3625
Region_6376,0.56376,0.36376,10.6376,-49.3624
Region_6377,0.56377,0.36377,10.6377,-49.3623
Region_6378,0.56378,0.36378,10.6378,-49.3622
Region_6379,0.56379,0.36379,10.6379,-49.3621
Region_6380,0.5638,0.3638,10.638,-49.362
Region_6381,0.56381,0.36381,10.6381,-49.3619
Region_6382,0.56382,0.36382,10.6382,-49.3618
Region_6383,0.56383,0.36383,10.6383,-49.3617
Region_6384,0.56384,0.36384,10.6384,-49.3616
Region_6385,0.56385,0.36385,10.6385,-49.3615
Region_6386,0.56386,0.36386,10.6386,-49.3614
Region_6387,0.56387,0.36387,10.6387,-49.3613
Region_6388,0.56388,0.36388,10.6388,-49.3612
Region_6389,0.56389,0.36389,10.6389,-49.3611
Region_6390,0.5639,0.3639,10.639,-49.361
Region_6391,0.56391,0.36391,10.6391,-49.3609
Region_6392,0.56392,0.36392,10.6392,-49.3608
Region_6393,0.56393,0.36393,10.6393,-49.3607
Region_6394,0.56394,0.36394,10.6394,-49.3606
Region_6395,0.56395,0.36395,10.6395,-49.3605
Region_6396,0.56396,0.36396,10.6396,-49.3604
Region_6397,0.56397,0.36397,10.6397,-49.3603
Region_6398,0.56398,0.36398,10.6398,-49.3602
Region_6399,0.56399,0.36399,10.6399,-49.3601
Region_6400,0.564,0.364,10.64,-49.36
Region_6401,0.56401,0.36401,10.6401,-49.3599
Region_6402,0.56402,0.36402,10.6402,-49.3598
Region_6403,0.56403,0.36403,10.6403,-49.3597
Region_6404,0.56404,0.36404,10.6404,-49.3596
Region_6405,0.56405,0.36405,10.6405,-49.3595
Region_6406,0.56406,0.36406,10.6406,-49.3594
Region_6407,0.56407,0.36407,10.6407,-49.3593
Region_6408,0.56408,0.36408,10.6408,-49.3592
Region_6409,0.56409,0.36409,10.6409,-49.3591
Region_6410,0.5641,0.3641,10.641,-49.359
Region_6411,0.56411,0.36411,10.6411,-49.3589
Region_6412,0.56412,0.36412,10.6412,-49.3588
Region_6413,0.56413,0.36413,10.6413,-49.3587
Region_6414,0.56414,0.36414,10.6414,-49.3586
Region_6415,0.56415,0.36415,10.6415,-49.3585
Region_6416,0.56416,0.36416,10.6416,-49.3584
Region_6417,0.56417,0.36417,10.6417,-49.3583
Region_6418,0.56418,0.36418,10.6418,-49.3582
Region_6419,0.56419,0.36419,10.6419,-49.3581
Region_6420,0.5642,0.3642,10.642,-49.358
Region_6421,0.56421,0.36421,10.6421,-49.3579
Region_6422,0.56422,0.36422,10.6422,-49.3578
Region_6423,0.56423,0.36423,10.6423,-49.3577
Region_6424,0.56424,0.36424,10.6424,-49.3576
Region_6425,0.56425,0.36425,10.6425,-49.3575
Region_6426,0.56426,0.36426,10.6426,-49.3574
Region_6427,0.56427,0.36427,10.6427,-49.3573
Region_6428,0.56428,0.36428,10.6428,-49.3572
Region_6429,0.56429,0.36429,10.6429,-49.3571
Region_6430,0.5643,0.3643,10.643,-49.357
Region_6431,0.56431,0.36431,10.6431,-49.3569
Region_6432,0.56432,0.36432,10.6432,-49.3568
Region_6433,0.56433,0.36433,10.6433,-49.3567
Region_6434,0.56434,0.36434,10.6434,-49.3566
Region_6435,0.56435,0.36435,10.6435,-49.3565
Region_6436,0.56436,0.36436,10.6436,-49.3564
Region_6437,0.56437,0.36437,10.6437,-49.3563
Region_6438,0.56438,0.36438,10.6438,-49.3562
Region_6439,0.56439,0.36439,10.6439,-49.3561
Region_6440,0.5644,0.3644,10.644,-49.356
Region_6441,0.56441,0.36441,10.6441,-49.3559
Region_6442,0.56442,0.36442,10.6442,-49.3558
Region_6443,0.56443,0.36443,10.6443,-49.3557
Region_6444,0.56444,0.36444,10.6444,-49.3556
Region_6445,0.56445,0.36445,10.6445,-49.3555
Region_6446,0.56446,0.36446,10.6446,-49.3554
Region_6447,0.56447,0.36447,10.6447,-49.3553
Region_6448,0.56448,0.36448,10.6448,-49.3552
Region_6449,0.56449,0.36449,10.6449,-49.3551
Region_6450,0.5645,0.3645,10.645,-49.355
Region_6451,0.56451,0.36451,10.6451,-49.3549
Region_6452,0.56452,0.36452,10.6452,-49.3548
Region_6453,0.56453,0.36453,10.6453,-49.3547
Region_6454,0.56454,0.36454,10.6454,-49.3546
Region_6455,0.56455,0.36455,10.6455,-49.3545
Region_6456,0.56456,0.36456,10.6456,-49.3544
Region_6457,0.56457,0.36457,10.6457,-49.3543
Region_6458,0.56458,0.36458,10.6458,-49.3542
Region_6459,0.56459,0.36459,10.6459,-49.3541
Region_6460,0.5646,0.3646,10.646,-49.354
Region_6461,0.56461,0.36461,10.6461,-49.3539
Region_6462,0.56462,0.36462,10.6462,-49.3538
Region_6463,0.56463,0.36463,10.6463,-49.3537
Region_6464,0.56464,0.36464,10.6464,-49.3536
Region_6465,0.56465,0.36465,10.6465,-49.3535
Region_6466,0.56466,0.36466,10.6466,-49.3534
Region_6467,0.56467,0.36467,10.6467,-49.3533
Region_6468,0.56468,0.36468,10.6468,-49.3532
Region_6469,0.56469,0.36469,10.6469,-49.3531
Region_6470,0.5647,0.3647,10.647,-49.353
Region_6471,0.56471,0.36471,10.6471,-49.3529
Region_6472,0.56472,0.36472,10.6472,-49.3528
Region_6473,0.56473,0.36473,10.6473,-49.3527
Region_6474,0.56474,0.36474,10.6474,-49.3526
Region_6475,0.56475,0.36475,10.6475,-49.3525
Region_6476,0.56476,0.36476,10.6476,-49.3524
Region_6477,0.56477,0.36477,10.6477,-49.3523
Region_6478,0.56478,0.36478,10.6478,-49.3522
Region_6479,0.56479,0.36479,10.6479,-49.3521
Region_6480,0.5648,0.3648,10.648,-49.352
Region_6481,0.56481,0.36481,10.6481,-49.3519
Region_6482,0.56482,0.36482,10.6482,-49.3518
Region_6483,0.56483,0.36483,10.6483,-49.3517
Region_6484,0.56484,0.36484,10.6484,-49.3516
Region_6485,0.56485,0.36485,10.6485,-49.3515
Region_6486,0.56486,0.36486,10.6486,-49.3514
Region_6487,0.56487,0.36487,10.6487,-49.3513
Region_6488,0.56488,0.36488,10.6488,-49.3512
Region_6489,0.56489,0.36489,10.6489,-49.3511
Region_6490,0.5649,0.3649,10.649,-49.351
Region_6491,0.56491,0.36491,10.6491,-49.3509
